Time (s),Frame,Event
2.93,173,Vehicle 33 Stopping
2.93,173,Vehicle 116 Stopping
2.93,173,Person 115 Walking
2.93,173,Person 188 Walking
2.93,173,Person 393 Walking
2.93,173,Person 353 Walking
2.93,173,Crowded Scene (17 people)
2.95,174,Vehicle 33 Stopping
2.95,174,Vehicle 116 Stopping
2.95,174,Person 188 Walking
2.95,174,Person 393 Walking
2.95,174,Crowded Scene (16 people)
2.97,175,Vehicle 33 Stopping
2.97,175,Vehicle 116 Stopping
2.97,175,Crowded Scene (15 people)
2.98,176,Vehicle 33 Stopping
2.98,176,Vehicle 116 Stopping
2.98,176,Person 381 Walking
2.98,176,Person 387 Walking
2.98,176,Crowded Scene (13 people)
3.00,177,Vehicle 33 Stopping
3.00,177,Vehicle 116 Stopping
3.00,177,Person 381 Walking
3.00,177,Crowded Scene (13 people)
3.02,178,Person 6 Walking
3.02,178,Vehicle 33 Stopping
3.02,178,Vehicle 116 Stopping
3.02,178,Person 195 Walking
3.02,178,Person 387 Walking
3.02,178,Crowded Scene (13 people)
3.03,179,Person 6 Walking
3.03,179,Vehicle 33 Stopping
3.03,179,Vehicle 116 Stopping
3.03,179,Person 195 Walking
3.03,179,Person 7 Walking
3.03,179,Person 381 Walking
3.03,179,Crowded Scene (13 people)
3.05,180,Person 6 Walking
3.05,180,Vehicle 33 Stopping
3.05,180,Vehicle 116 Stopping
3.05,180,Person 195 Walking
3.05,180,Vehicle 360 Stopping
3.05,180,Person 70 Walking
3.05,180,Person 381 Walking
3.05,180,Crowded Scene (14 people)
3.07,181,Person 19 Walking
3.07,181,Vehicle 33 Stopping
3.07,181,Vehicle 116 Stopping
3.07,181,Person 195 Walking
3.07,181,Vehicle 360 Stopping
3.07,181,Person 7 Walking
3.07,181,Person 381 Walking
3.07,181,Crowded Scene (14 people)
3.08,182,Person 6 Walking
3.08,182,Person 19 Walking
3.08,182,Vehicle 33 Stopping
3.08,182,Vehicle 116 Stopping
3.08,182,Person 195 Walking
3.08,182,Person 70 Walking
3.08,182,Crowded Scene (15 people)
3.10,183,Person 6 Walking
3.10,183,Person 19 Walking
3.10,183,Vehicle 33 Stopping
3.10,183,Vehicle 116 Stopping
3.10,183,Person 195 Walking
3.10,183,Person 381 Walking
3.10,183,Crowded Scene (15 people)
3.12,184,Person 6 Walking
3.12,184,Person 19 Walking
3.12,184,Vehicle 33 Stopping
3.12,184,Vehicle 116 Stopping
3.12,184,Person 195 Walking
3.12,184,Person 70 Walking
3.12,184,Person 381 Walking
3.12,184,Crowded Scene (15 people)
3.14,185,Person 6 Walking
3.14,185,Vehicle 33 Stopping
3.14,185,Vehicle 116 Stopping
3.14,185,Person 195 Walking
3.14,185,Person 381 Walking
3.14,185,Crowded Scene (15 people)
3.15,186,Person 6 Walking
3.15,186,Person 13 Walking
3.15,186,Vehicle 33 Stopping
3.15,186,Vehicle 116 Stopping
3.15,186,Person 381 Walking
3.15,186,Crowded Scene (15 people)
3.17,187,Person 13 Walking
3.17,187,Vehicle 33 Stopping
3.17,187,Vehicle 116 Stopping
3.17,187,Crowded Scene (14 people)
3.19,188,Vehicle 33 Stopping
3.19,188,Vehicle 116 Stopping
3.19,188,Person 381 Walking
3.19,188,Person 387 Walking
3.19,188,Crowded Scene (13 people)
3.20,189,Person 19 Walking
3.20,189,Vehicle 33 Stopping
3.20,189,Vehicle 116 Stopping
3.20,189,Crowded Scene (12 people)
3.22,190,Vehicle 116 Stopping
3.22,190,Crowded Scene (12 people)
3.24,191,Vehicle 116 Stopping
3.24,191,Crowded Scene (11 people)
3.25,192,Vehicle 116 Stopping
3.25,192,Crowded Scene (10 people)
3.27,193,Vehicle 116 Stopping
3.27,193,Person 417 Walking
3.27,193,Person 13 Walking
3.27,193,Person 387 Walking
3.27,193,Crowded Scene (12 people)
3.29,194,Vehicle 116 Stopping
3.29,194,Person 417 Walking
3.29,194,Person 13 Walking
3.29,194,Person 115 Walking
3.29,194,Crowded Scene (12 people)
3.31,195,Vehicle 116 Stopping
3.31,195,Person 417 Walking
3.31,195,Crowded Scene (12 people)
3.32,196,Vehicle 116 Stopping
3.32,196,Person 417 Walking
3.32,196,Person 13 Walking
3.32,196,Crowded Scene (12 people)
3.34,197,Vehicle 116 Stopping
3.34,197,Person 7 Walking
3.34,197,Person 396 Walking
3.34,197,Person 387 Walking
3.34,197,Crowded Scene (12 people)
3.36,198,Vehicle 116 Stopping
3.36,198,Person 70 Walking
3.36,198,Person 7 Walking
3.36,198,Crowded Scene (11 people)
3.37,199,Vehicle 116 Stopping
3.37,199,Person 7 Walking
3.37,199,Person 454 Walking
3.37,199,Person 393 Walking
3.37,199,Crowded Scene (11 people)
3.39,200,Vehicle 116 Stopping
3.39,200,Person 7 Walking
3.39,200,Person 454 Walking
3.39,200,Crowded Scene (11 people)
3.41,201,Vehicle 116 Stopping
3.41,201,Person 396 Walking
3.41,201,Crowded Scene (11 people)
3.42,202,Vehicle 116 Stopping
3.42,202,Person 13 Walking
3.42,202,Person 387 Walking
3.42,202,Crowded Scene (12 people)
3.44,203,Vehicle 116 Stopping
3.44,203,Person 7 Walking
3.44,203,Person 13 Walking
3.44,203,Person 387 Walking
3.44,203,Crowded Scene (12 people)
3.46,204,Vehicle 116 Stopping
3.46,204,Person 7 Walking
3.46,204,Person 396 Walking
3.46,204,Crowded Scene (12 people)
3.47,205,Vehicle 116 Stopping
3.47,205,Person 7 Walking
3.47,205,Person 396 Walking
3.47,205,Person 454 Walking
3.47,205,Person 468 Walking
3.47,205,Crowded Scene (12 people)
3.49,206,Vehicle 116 Stopping
3.49,206,Person 7 Walking
3.49,206,Person 387 Walking
3.49,206,Person 468 Walking
3.49,206,Crowded Scene (10 people)
3.51,207,Vehicle 116 Stopping
3.51,207,Person 387 Walking
3.51,207,Person 468 Walking
3.51,207,Crowded Scene (9 people)
3.53,208,Person 232 Walking
3.53,208,Person 387 Walking
3.53,208,Person 454 Walking
3.53,208,Crowded Scene (9 people)
3.54,209,Person 232 Walking
3.54,209,Person 115 Walking
3.54,209,Person 454 Walking
3.54,209,Crowded Scene (8 people)
3.56,210,Person 6 Walking
3.56,210,Person 115 Walking
3.56,210,Crowded Scene (8 people)
3.58,211,Person 6 Walking
3.58,211,Person 115 Walking
3.58,211,Crowded Scene (8 people)
3.59,212,Person 6 Walking
3.59,212,Person 454 Walking
3.59,212,Person 484 Walking
3.59,212,Crowded Scene (8 people)
3.61,213,Person 6 Walking
3.61,213,Person 393 Walking
3.61,213,Person 484 Walking
3.61,213,Crowded Scene (8 people)
3.63,214,Person 6 Walking
3.63,214,Person 454 Walking
3.63,214,Person 484 Walking
3.63,214,Crowded Scene (8 people)
3.64,215,Person 6 Walking
3.64,215,Person 115 Walking
3.64,215,Person 484 Walking
3.64,215,Crowded Scene (7 people)
3.66,216,Person 6 Walking
3.66,216,Person 484 Walking
3.66,216,Crowded Scene (7 people)
3.68,217,Person 6 Walking
3.68,217,Person 115 Walking
3.68,217,Crowded Scene (6 people)
3.69,218,Person 115 Walking
3.69,218,Crowded Scene (5 people)
3.71,219,Crowded Scene (5 people)
3.73,220,Person 115 Walking
3.73,220,Crowded Scene (6 people)
3.75,221,Person 115 Walking
3.75,221,Person 393 Walking
3.75,221,Person 492 Walking
3.75,221,Crowded Scene (6 people)
3.76,222,Person 393 Walking
3.76,222,Person 492 Walking
3.76,222,Crowded Scene (5 people)
3.78,223,Person 393 Walking
3.78,223,Person 492 Walking
3.78,223,Crowded Scene (6 people)
3.80,224,Person 468 Walking
3.80,224,Crowded Scene (7 people)
3.81,225,Person 393 Walking
3.81,225,Person 468 Walking
3.81,225,Crowded Scene (8 people)
3.83,226,Person 393 Walking
3.83,226,Person 468 Walking
3.83,226,Crowded Scene (9 people)
3.85,227,Person 492 Walking
3.85,227,Crowded Scene (8 people)
3.86,228,Person 468 Walking
3.86,228,Crowded Scene (8 people)
3.88,229,Person 316 Walking
3.88,229,Person 468 Walking
3.88,229,Person 496 Walking
3.88,229,Crowded Scene (7 people)
3.90,230,Person 468 Walking
3.90,230,Person 500 Walking
3.90,230,Crowded Scene (7 people)
3.92,231,Person 496 Walking
3.92,231,Person 506 Walking
3.92,231,Crowded Scene (6 people)
3.93,232,Person 514 Walking
3.93,232,Crowded Scene (6 people)
3.95,233,Person 496 Walking
3.95,233,Person 514 Walking
3.95,233,Crowded Scene (6 people)
3.97,234,Person 496 Walking
3.97,234,Crowded Scene (6 people)
3.98,235,Person 496 Walking
3.98,235,Crowded Scene (6 people)
4.00,236,Vehicle 485 Stopping
4.00,236,Person 496 Walking
4.00,236,Crowded Scene (6 people)
4.02,237,Vehicle 485 Stopping
4.02,237,Person 500 Walking
4.02,237,Crowded Scene (8 people)
4.03,238,Vehicle 485 Stopping
4.03,238,Person 496 Walking
4.03,238,Crowded Scene (8 people)
4.05,239,Vehicle 485 Stopping
4.05,239,Person 496 Walking
4.05,239,Crowded Scene (8 people)
4.07,240,Vehicle 485 Stopping
4.07,240,Person 496 Walking
4.07,240,Person 492 Walking
4.07,240,Crowded Scene (7 people)
4.08,241,Vehicle 485 Stopping
4.08,241,Crowded Scene (9 people)
4.10,242,Vehicle 485 Stopping
4.10,242,Crowded Scene (9 people)
4.12,243,Vehicle 485 Stopping
4.12,243,Crowded Scene (9 people)
4.14,244,Vehicle 485 Stopping
4.14,244,Crowded Scene (11 people)
4.15,245,Vehicle 485 Stopping
4.15,245,Person 547 Walking
4.15,245,Crowded Scene (11 people)
4.17,246,Vehicle 485 Stopping
4.17,246,Crowded Scene (11 people)
4.19,247,Vehicle 485 Stopping
4.19,247,Person 500 Walking
4.19,247,Crowded Scene (12 people)
4.20,248,Vehicle 485 Stopping
4.20,248,Person 547 Walking
4.20,248,Crowded Scene (11 people)
4.22,249,Person 316 Walking
4.22,249,Vehicle 485 Stopping
4.22,249,Crowded Scene (11 people)
4.24,250,Person 316 Walking
4.24,250,Vehicle 485 Stopping
4.24,250,Person 500 Walking
4.24,250,Crowded Scene (13 people)
4.25,251,Person 316 Walking
4.25,251,Vehicle 485 Stopping
4.25,251,Crowded Scene (14 people)
4.27,252,Vehicle 485 Stopping
4.27,252,Crowded Scene (14 people)
4.29,253,Vehicle 485 Stopping
4.29,253,Crowded Scene (14 people)
4.31,254,Vehicle 485 Stopping
4.31,254,Person 567 Walking
4.31,254,Crowded Scene (14 people)
4.32,255,Vehicle 485 Stopping
4.32,255,Person 537 Walking
4.32,255,Crowded Scene (15 people)
4.34,256,Vehicle 485 Stopping
4.34,256,Person 565 Walking
4.34,256,Crowded Scene (13 people)
4.36,257,Person 574 Walking
4.36,257,Crowded Scene (14 people)
4.37,258,Person 567 Walking
4.37,258,Crowded Scene (14 people)
4.39,259,Person 567 Walking
4.39,259,Person 571 Walking
4.39,259,Crowded Scene (14 people)
4.41,260,Crowded Scene (14 people)
4.42,261,Crowded Scene (14 people)
4.44,262,Person 565 Walking
4.44,262,Crowded Scene (14 people)
4.46,263,Person 565 Walking
4.46,263,Person 574 Walking
4.46,263,Crowded Scene (15 people)
4.47,264,Person 574 Walking
4.47,264,Person 587 Walking
4.47,264,Crowded Scene (15 people)
4.49,265,Crowded Scene (14 people)
4.51,266,Person 563 Walking
4.51,266,Person 567 Walking
4.51,266,Person 574 Walking
4.51,266,Person 587 Walking
4.51,266,Crowded Scene (15 people)
4.53,267,Person 567 Walking
4.53,267,Person 574 Walking
4.53,267,Person 593 Walking
4.53,267,Crowded Scene (15 people)
4.54,268,Person 547 Walking
4.54,268,Person 567 Walking
4.54,268,Crowded Scene (14 people)
4.56,269,Person 567 Walking
4.56,269,Crowded Scene (13 people)
4.58,270,Person 593 Walking
4.58,270,Crowded Scene (13 people)
4.59,271,Person 500 Walking
4.59,271,Person 567 Walking
4.59,271,Person 574 Walking
4.59,271,Person 593 Walking
4.59,271,Crowded Scene (14 people)
4.61,272,Person 500 Walking
4.61,272,Person 600 Walking
4.61,272,Crowded Scene (12 people)
4.63,273,Person 492 Walking
4.63,273,Person 500 Walking
4.63,273,Person 565 Walking
4.63,273,Person 587 Walking
4.63,273,Person 593 Walking
4.63,273,Crowded Scene (12 people)
4.64,274,Vehicle 555 Stopping
4.64,274,Person 500 Walking
4.64,274,Person 565 Walking
4.64,274,Person 567 Walking
4.64,274,Crowded Scene (11 people)
4.66,275,Person 547 Walking
4.66,275,Vehicle 555 Stopping
4.66,275,Person 500 Walking
4.66,275,Person 593 Walking
4.66,275,Crowded Scene (11 people)
4.68,276,Person 503 Walking
4.68,276,Vehicle 555 Stopping
4.68,276,Person 500 Walking
4.68,276,Crowded Scene (11 people)
4.69,277,Person 503 Walking
4.69,277,Vehicle 555 Stopping
4.69,277,Crowded Scene (10 people)
4.71,278,Vehicle 555 Stopping
4.71,278,Person 565 Walking
4.71,278,Crowded Scene (9 people)
4.73,279,Vehicle 555 Stopping
4.73,279,Person 565 Walking
4.73,279,Person 574 Walking
4.73,279,Crowded Scene (10 people)
4.75,280,Vehicle 555 Stopping
4.75,280,Crowded Scene (9 people)
4.76,281,Person 535 Walking
4.76,281,Person 547 Walking
4.76,281,Vehicle 555 Stopping
4.76,281,Crowded Scene (8 people)
4.78,282,Person 514 Walking
4.78,282,Person 547 Walking
4.78,282,Vehicle 555 Stopping
4.78,282,Crowded Scene (9 people)
4.80,283,Person 514 Walking
4.80,283,Vehicle 555 Stopping
4.80,283,Vehicle 582 Stopping
4.80,283,Crowded Scene (10 people)
4.81,284,Person 514 Walking
4.81,284,Vehicle 555 Stopping
4.81,284,Vehicle 582 Stopping
4.81,284,Person 574 Walking
4.81,284,Crowded Scene (10 people)
4.83,285,Person 514 Walking
4.83,285,Vehicle 555 Stopping
4.83,285,Person 567 Walking
4.83,285,Vehicle 582 Stopping
4.83,285,Person 627 Walking
4.83,285,Person 631 Walking
4.83,285,Crowded Scene (9 people)
4.85,286,Person 514 Walking
4.85,286,Vehicle 555 Stopping
4.85,286,Person 567 Walking
4.85,286,Vehicle 582 Stopping
4.85,286,Person 631 Walking
4.85,286,Crowded Scene (9 people)
4.86,287,Vehicle 555 Stopping
4.86,287,Vehicle 582 Stopping
4.86,287,Crowded Scene (5 people)
4.88,288,Vehicle 555 Stopping
4.88,288,Vehicle 582 Stopping
4.88,288,Person 631 Walking
4.88,288,Crowded Scene (6 people)
4.90,289,Vehicle 555 Stopping
4.90,289,Vehicle 582 Stopping
4.90,289,Crowded Scene (6 people)
4.92,290,Vehicle 555 Stopping
4.92,290,Vehicle 582 Stopping
4.92,290,Crowded Scene (6 people)
4.93,291,Person 535 Walking
4.93,291,Vehicle 555 Stopping
4.93,291,Vehicle 582 Stopping
4.93,291,Crowded Scene (6 people)
4.95,292,Person 535 Walking
4.95,292,Vehicle 555 Stopping
4.95,292,Vehicle 582 Stopping
4.95,292,Crowded Scene (6 people)
4.97,293,Vehicle 555 Stopping
4.97,293,Vehicle 582 Stopping
4.97,293,Person 574 Walking
4.97,293,Crowded Scene (5 people)
4.98,294,Person 543 Walking
4.98,294,Vehicle 555 Stopping
4.98,294,Vehicle 582 Stopping
4.98,294,Crowded Scene (5 people)
5.00,295,Person 543 Walking
5.00,295,Vehicle 555 Stopping
5.00,295,Vehicle 582 Stopping
5.00,295,Crowded Scene (5 people)
5.02,296,Vehicle 555 Stopping
5.02,296,Vehicle 582 Stopping
5.03,297,Vehicle 582 Stopping
5.03,297,Person 574 Walking
5.05,298,Vehicle 582 Stopping
5.05,298,Person 492 Walking
5.05,298,Crowded Scene (5 people)
5.07,299,Vehicle 582 Stopping
5.07,299,Person 637 Walking
5.07,299,Crowded Scene (5 people)
5.08,300,Vehicle 582 Stopping
5.08,300,Crowded Scene (5 people)
5.10,301,Vehicle 582 Stopping
5.10,301,Crowded Scene (6 people)
5.12,302,Vehicle 582 Stopping
5.12,302,Person 645 Walking
5.12,302,Crowded Scene (7 people)
5.14,303,Vehicle 582 Stopping
5.14,303,Person 646 Walking
5.14,303,Crowded Scene (7 people)
5.15,304,Vehicle 582 Stopping
5.15,304,Person 645 Walking
5.15,304,Crowded Scene (7 people)
5.17,305,Vehicle 582 Stopping
5.17,305,Person 637 Walking
5.17,305,Person 645 Walking
5.17,305,Crowded Scene (8 people)
5.19,306,Vehicle 582 Stopping
5.19,306,Person 645 Walking
5.19,306,Crowded Scene (7 people)
5.20,307,Person 645 Walking
5.20,307,Crowded Scene (7 people)
5.22,308,Person 645 Walking
5.22,308,Crowded Scene (8 people)
5.24,309,Person 643 Walking
5.24,309,Person 645 Walking
5.24,309,Crowded Scene (8 people)
5.25,310,Crowded Scene (9 people)
5.27,311,Person 645 Walking
5.27,311,Person 646 Walking
5.27,311,Person 623 Walking
5.27,311,Crowded Scene (12 people)
5.29,312,Vehicle 635 Stopping
5.29,312,Person 623 Walking
5.29,312,Crowded Scene (12 people)
5.31,313,Vehicle 635 Stopping
5.31,313,Crowded Scene (11 people)
5.32,314,Vehicle 635 Stopping
5.32,314,Person 646 Walking
5.32,314,Crowded Scene (11 people)
5.34,315,Vehicle 635 Stopping
5.34,315,Person 646 Walking
5.34,315,Person 669 Walking
5.34,315,Crowded Scene (13 people)
5.36,316,Person 646 Walking
5.36,316,Person 669 Walking
5.36,316,Crowded Scene (13 people)
5.37,317,Person 645 Walking
5.37,317,Crowded Scene (15 people)
5.39,318,Person 646 Walking
5.39,318,Crowded Scene (15 people)
5.41,319,Person 646 Walking
5.41,319,Crowded Scene (15 people)
5.42,320,Person 669 Walking
5.42,320,Person 693 Walking
5.42,320,Crowded Scene (15 people)
5.44,321,Person 646 Walking
5.44,321,Crowded Scene (14 people)
5.46,322,Person 646 Walking
5.46,322,Person 660 Walking
5.46,322,Crowded Scene (15 people)
5.47,323,Person 645 Walking
5.47,323,Person 646 Walking
5.47,323,Crowded Scene (15 people)
5.49,324,Crowded Scene (14 people)
5.51,325,Person 645 Walking
5.51,325,Person 705 Walking
5.51,325,Crowded Scene (14 people)
5.53,326,Person 645 Walking
5.53,326,Person 646 Walking
5.53,326,Crowded Scene (14 people)
5.54,327,Crowded Scene (15 people)
5.56,328,Person 645 Walking
5.56,328,Person 660 Walking
5.56,328,Crowded Scene (15 people)
5.58,329,Crowded Scene (15 people)
5.59,330,Person 645 Walking
5.59,330,Person 705 Walking
5.59,330,Crowded Scene (15 people)
5.61,331,Person 645 Walking
5.61,331,Person 660 Walking
5.61,331,Person 693 Walking
5.61,331,Person 705 Walking
5.61,331,Crowded Scene (15 people)
5.63,332,Person 645 Walking
5.63,332,Person 660 Walking
5.63,332,Person 688 Walking
5.63,332,Person 705 Walking
5.63,332,Crowded Scene (14 people)
5.64,333,Person 645 Walking
5.64,333,Person 693 Walking
5.64,333,Crowded Scene (14 people)
5.66,334,Person 492 Walking
5.66,334,Person 645 Walking
5.66,334,Person 686 Walking
5.66,334,Crowded Scene (15 people)
5.68,335,Person 645 Walking
5.68,335,Person 688 Walking
5.68,335,Crowded Scene (15 people)
5.69,336,Person 645 Walking
5.69,336,Person 688 Walking
5.69,336,Person 723 Walking
5.69,336,Person 650 Walking
5.69,336,Person 492 Walking
5.69,336,Crowded Scene (17 people)
5.71,337,Person 492 Walking
5.71,337,Crowded Scene (16 people)
5.73,338,Person 643 Walking
5.73,338,Person 723 Walking
5.73,338,Person 492 Walking
5.73,338,Crowded Scene (15 people)
5.75,339,Person 643 Walking
5.75,339,Person 492 Walking
5.75,339,Crowded Scene (15 people)
5.76,340,Person 564 Walking
5.76,340,Person 643 Walking
5.76,340,Person 650 Walking
5.76,340,Person 492 Walking
5.76,340,Crowded Scene (16 people)
5.78,341,Person 643 Walking
5.78,341,Person 645 Walking
5.78,341,Person 646 Walking
5.78,341,Person 719 Walking
5.78,341,Person 650 Walking
5.78,341,Crowded Scene (15 people)
5.80,342,Person 645 Walking
5.80,342,Person 705 Walking
5.80,342,Crowded Scene (12 people)
5.81,343,Person 645 Walking
5.81,343,Crowded Scene (12 people)
5.83,344,Person 645 Walking
5.83,344,Person 646 Walking
5.83,344,Crowded Scene (11 people)
5.85,345,Person 645 Walking
5.85,345,Person 646 Walking
5.85,345,Person 652 Walking
5.85,345,Person 686 Walking
5.85,345,Crowded Scene (12 people)
5.86,346,Person 645 Walking
5.86,346,Person 646 Walking
5.86,346,Person 652 Walking
5.86,346,Vehicle 702 Stopping
5.86,346,Person 705 Walking
5.86,346,Person 712 Walking
5.86,346,Crowded Scene (11 people)
5.88,347,Person 645 Walking
5.88,347,Person 646 Walking
5.88,347,Person 652 Walking
5.88,347,Vehicle 702 Stopping
5.88,347,Person 705 Walking
5.88,347,Person 723 Walking
5.88,347,Crowded Scene (14 people)
5.90,348,Person 645 Walking
5.90,348,Person 646 Walking
5.90,348,Person 652 Walking
5.90,348,Person 686 Walking
5.90,348,Vehicle 702 Stopping
5.90,348,Person 705 Walking
5.90,348,Person 763 Walking
5.90,348,Crowded Scene (12 people)
5.92,349,Person 645 Walking
5.92,349,Person 646 Walking
5.92,349,Person 652 Walking
5.92,349,Vehicle 702 Stopping
5.92,349,Person 705 Walking
5.92,349,Person 712 Walking
5.92,349,Person 763 Walking
5.92,349,Crowded Scene (12 people)
5.93,350,Person 645 Walking
5.93,350,Person 646 Walking
5.93,350,Person 652 Walking
5.93,350,Person 686 Walking
5.93,350,Vehicle 702 Stopping
5.93,350,Person 705 Walking
5.93,350,Person 712 Walking
5.93,350,Person 763 Walking
5.93,350,Person 758 Walking
5.93,350,Crowded Scene (13 people)
5.95,351,Person 645 Walking
5.95,351,Vehicle 702 Stopping
5.95,351,Person 705 Walking
5.95,351,Person 763 Walking
5.95,351,Person 764 Walking
5.95,351,Crowded Scene (13 people)
5.97,352,Person 645 Walking
5.97,352,Vehicle 702 Stopping
5.97,352,Person 763 Walking
5.97,352,Person 775 Walking
5.97,352,Crowded Scene (13 people)
5.98,353,Vehicle 702 Stopping
5.98,353,Person 775 Walking
5.98,353,Crowded Scene (13 people)
6.00,354,Vehicle 702 Stopping
6.00,354,Person 705 Walking
6.00,354,Person 765 Walking
6.00,354,Person 785 Walking
6.00,354,Crowded Scene (12 people)
6.02,355,Person 652 Walking
6.02,355,Vehicle 702 Stopping
6.02,355,Person 705 Walking
6.02,355,Person 785 Walking
6.02,355,Crowded Scene (13 people)
6.03,356,Person 652 Walking
6.03,356,Vehicle 702 Stopping
6.03,356,Vehicle 718 Stopping
6.03,356,Person 723 Walking
6.03,356,Person 765 Walking
6.03,356,Crowded Scene (13 people)
6.05,357,Person 652 Walking
6.05,357,Person 686 Walking
6.05,357,Vehicle 702 Stopping
6.05,357,Vehicle 718 Stopping
6.05,357,Person 778 Walking
6.05,357,Person 785 Walking
6.05,357,Person 792 Walking
6.05,357,Crowded Scene (15 people)
6.07,358,Person 652 Walking
